"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","57"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","37"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","33"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","53"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","49"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","94"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","73"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","27"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3220"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","6968"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","10438"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","10221"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3809"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","606"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","13"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","667"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1042"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1775"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","853"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","707"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","542"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","279"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","138"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","104"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","39"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","52"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","138"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","639"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1188"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","BAHIA","BR-BA","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","803"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1195"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2335"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4143"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4264"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4850"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2844"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1159"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","548"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2003-09-01","2003-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","59"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","246"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","491"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","362"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","217"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","289"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","369"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","317"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","290"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","176"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","102"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","106"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","123"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","544"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","468"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","CEARÁ","BR-CE","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","626"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","315"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","508"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","473"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","324"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","150"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","64"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","83"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","31"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2003-09-01","2003-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","104"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","156"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","305"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","94"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","84"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","67"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","28"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","21"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","32"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","20"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","20"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","33"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","53"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","99"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","DISTRITO FEDERAL","BR-DF","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","100"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2962"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","10412"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","9888"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4957"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1555"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","846"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","355"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","82"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","445"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","586"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1559"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1006"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","711"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","419"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","162"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","103"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","64"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","62"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","70"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","108"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","202"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","611"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ESPÍRITO SANTO","BR-ES","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","612"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2058"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2608"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2131"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2148"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","979"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","481"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","290"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","117"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2003-09-01","2003-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","138"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1104"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1815"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1750"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1700"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","898"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","483"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","121"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","85"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","73"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","58"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","215"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","222"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","534"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1329"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","GOIÁS","BR-GO","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1608"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","MARANHÃO","BR-MA","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1851"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","MARANHÃO","BR-MA","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2554"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","MARANHÃO","BR-MA","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2076"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","MARANHÃO","BR-MA","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1786"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","MARANHÃO","BR-MA","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1005"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","MARANHÃO","BR-MA","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","517"
